dept_id,name,salary,city,state,country
d1fb3c82-2cee-404f-b0f9-6054819076be,DEPT-35,11,Burketown,New York,Somalia
a2e6cf95-b864-47dd-a4d8-9414adbf4f02,DEPT-77,410375,New Crystalton,Tennessee,Fiji
e1e53a97-2706-4b88-8eae-79ee4298b0c2,DEPT-06,3,Warrenside,Massachusetts,Uzbekistan
259182d0-5ab1-4c11-b630-00846e25fbbd,DEPT-41,158911,Lake Andrewchester,South Dakota,Falkland Islands (Malvinas)
86f3d2ff-6bb0-4a5c-988b-052f0a5ecb61,DEPT-08,24,Zamorafort,Pennsylvania,Fiji
acd3a0c3-e8cf-440c-a5cc-166d8ecf0eea,DEPT-22,37,North Melissa,Alabama,Haiti
17ad9179-579f-41c4-abc8-4515c0a31280,DEPT-05,95791845,West David,Florida,Turkey
011bb785-c0b5-4991-966e-c749d7484609,DEPT-30,9052182,Kevinside,Oklahoma,Nepal
fa551b68-0b3f-474c-ac6e-f2a73793c83c,DEPT-90,4318146,Jacobmouth,Illinois,Taiwan
381f2ba8-a1d9-4253-824d-fab0423a0f3a,DEPT-33,4870950,Andersonland,New Mexico,Iceland
307e07bb-1003-449e-8e4d-825ab3bd47a4,DEPT-99,34106741,Tammyshire,Oregon,Qatar
6e311675-e614-432a-8f41-f597dfed0929,DEPT-67,17378,East Ann,Tennessee,Western Sahara
aedf0ce2-fff9-4455-b99c-1a3a214f42a3,DEPT-73,679344,South Daniel,Indiana,Palestinian Territory
49e120fc-ec58-4c81-a278-e979badae21b,DEPT-06,734,Bauerside,Tennessee,Finland
6b2f4767-89fa-4756-9ca7-bfd862d6832f,DEPT-06,1,Powellhaven,Maine,Egypt
d02eb59b-d0f8-49b0-a1ba-faa2ba6df664,DEPT-36,21092365,Brendatown,Missouri,Benin
aef6f95f-dc3b-449b-99d9-98a7f6d9ae58,DEPT-35,99,New Deannaberg,West Virginia,Kiribati
6035894b-6ff2-446a-8601-d0217699701f,DEPT-58,7,East Matthew,Louisiana,Hungary
e19289a8-08d2-4dba-8250-aa22d75a4c88,DEPT-58,68326,Port Timothy,Minnesota,Myanmar
de3aedb9-2b89-4a09-bd1c-3f149aae118e,DEPT-87,97168,West Cindy,Georgia,United States of America
e8ccbd08-d292-4516-b85b-1d0b2c8afaf8,DEPT-07,515052760,Lake William,Mississippi,Georgia
db092a2b-777a-4f8f-90a7-487441979bec,DEPT-57,4324833,Marcmouth,Nevada,United Kingdom
d0cc0d58-b373-4490-b27f-20587c13a4f0,DEPT-77,695773383,Nealstad,Kentucky,Lithuania
72f0a36e-2959-408b-9304-a8cb82b7b4ac,DEPT-16,6110129,Bennettland,Virginia,Palestinian Territory
0c9eae42-560a-4289-be91-fbc6c8c4ddfd,DEPT-37,697,New Christopherfurt,Utah,Botswana
595e52a6-7059-4c16-9635-45405bf78bc0,DEPT-84,546,West Shannonfurt,Pennsylvania,Vanuatu
100de4e1-cfa7-4f70-baee-7d76ef95dd4a,DEPT-89,0,Ayersbury,Massachusetts,Eritrea
c1518360-5c0d-400e-9919-1048632e2bf4,DEPT-69,296561990,Jeremyfurt,South Carolina,Madagascar
f934cc75-693e-4441-83db-58fa44cea420,DEPT-62,48323994,Craigberg,Massachusetts,Cape Verde
48563bb7-65fc-4edd-a466-77ab3fe77c2e,DEPT-35,10718,Lake Xavier,Alaska,Grenada
cbb36737-cfb4-4938-8c51-63f3af727620,DEPT-72,896479522,Lake Briana,Virginia,Paraguay
26afd3da-4d3d-4f56-922f-9fc5a0404af1,DEPT-64,32045,North Aaron,West Virginia,Namibia
730b9709-f262-45a8-984f-b0e480aded58,DEPT-37,95425,Christiantown,Kansas,Tunisia
dc5a644d-d27b-4923-983b-985b49f871b1,DEPT-32,59107938,Scottshire,Washington,French Polynesia
7da70fc0-beef-470d-98f5-c8285823d127,DEPT-35,26330157,East Sarahfort,Missouri,Madagascar
